listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
Newly Built 4 Bedroom Detached Duplex,4000000,7,4,7,Located At River Park Estate,Lugbe,Abuja,Newly Built,08066627552,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-located-at-river-park-estate-lugbe-abuja-9GMUP,04 May 2022
Brand New 4 Bedroom Terrace Duplex,2000000,5,4,5,Lekki Scheme 2,Ajah,Lagos,ServicedNewly Built,09053588424,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-scheme-2-ajah-lagos-8GTLB,10 Jun 2022
Fully Serviced 4 Bedroom Maisonette,15000000,4,4,5,Banana Island,Ikoyi,Lagos,old,07052101048,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-2GSGU,03 Jun 2022
8 Bedrooms Mansion,25000000,1,8,1,Asokoro,Asokoro,Abuja,old,08067992859,1,https://www.propertypro.ng/property/8-bedroom-house-for-rent-asokoro-asokoro-abuja-4GLZW,27 Apr 2022
Newly Built 4 Bedroom Terrace Duplex,6500000,4,4,4,New Road Before Chevron,Lekki,Lagos,old,09029604948,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-new-road-before-chevron-lekki-lagos-9GTJY,10 Jun 2022
4bedroom Duplex,6000000, , , ,Orchid Road Ikota,Lekki,Lagos,old,08094163102,13,https://www.propertypro.ng/property/house-for-rent-orchid-road-ikota-lekki-lagos-9GMQW,02 May 2022
4 Bedroom Semi Detached Duplex,5500000,5,4,5,Inside A Mini Estate Chevron,Lekki,Lagos,old,09055294872,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-inside-a-mini-estate-chevron-lekki-lagos-5GLWL,26 Apr 2022
Luxury 4 Bedroom Terrace Duplex,14000000,4,4,5,Mojisola Onikoyi Estate,Ikoyi,Lagos,old,08164687732,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-mojisola-onikoyi-estate-ikoyi-lagos-2GPUR,18 May 2022
Newly Built 4 Bedroom Terrace Duplex,4000000,4,4,5,"Spring Garden, Opposite Orchid Hotel, By 2nd Toll Gate Chevron",Lekki,Lagos,old,08122986390,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-spring-garden-opposite-orchid-hotel-by-2nd-toll-gate-chevron-lekki-lagos-9GLHU,21 Apr 2022
A Fully Serviced 3 Bedroom Detached Duplex,14000000,3,3,4,Old Ikoyi,Ikoyi,Lagos,old,08121377323,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-6GRCV,26 May 2022
4 Bedroom Furnished Apartment,6000000,4,4,5,Orchid Chevron,Lekki,Lagos,old,09083616685,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-chevron-lekki-lagos-7GNKQ,09 May 2022
4 Bedroom Terrace Duplex,4500000,4,4,5,Jahi District,Jahi,Abuja,old,08106600637,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-district-jahi-abuja-2GMRN,03 May 2022
Well Maintained 3 Bedroom Flat,1800000,3,3,4,Lekki Scheme 2,Ajah,Lagos,old,07030444906,13,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-scheme-2-ajah-lagos-2GQAG,19 May 2022
4 Bedroom Semi Detached House,4500000,4,4,4,Chevron,Lekki,Lagos,old,07030444906,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-9GSVX,07 Jun 2022
Beautiful 4 Bedroom Fully Detached Duplex,10000000,4,4,4,Victoria,Island,Lagos,old,09087744002,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-island-lagos-2GNPV,10 May 2022
3 Bedroom Serviced Apartment With A Bq For Rent Rent: 10m Sc: 2m Legal: 10% Agency: 10% Location ??ikoyi Banana Island,10000000,4,3,4,Banana Island,Ikoyi,Lagos,old,09053588424,16,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-ikoyi-lagos-3GPXK,18 May 2022
5 Bedroom Duplex,5500000,5,5,6,Chevron Estate Chevron,Lekki,Lagos,old,07016328119,12,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-estate-chevron-lekki-lagos-1GSKQ,03 Jun 2022
Spacious 4 Bedroom Terrace Duplex,5000000,4,4,4,Jakande,Lekki,Lagos,Newly Built,09029604948,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jakande-lekki-lagos-8GTRM,11 Jun 2022
4 Bedroom Terrace,3500000,4,4,4,Osapa London,Lekki,Lagos,Newly Built,08177400441,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-4GQDR,20 May 2022
4 Bedroom Terrace Duplex,10000000,5,4,5,unstated,Maitama,Abuja,Newly Built,08056267437,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-abuja-4GTCS,08 Jun 2022
Newly Built 4 Bedroom Duplex,6500000,4,4,5,Off Wole Ariyo Lekki Phase 1,Lekki,Lagos,Newly Built,08181251091,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-wole-ariyo-lekki-phase-1-lekki-lagos-1GTVW,13 Jun 2022
Newly Built 2 Bedroom Flat,900000,2,2,3,Akala Estate Akobo Akobo,Ibadan,Oyo,Newly Built,09026318426,1,https://www.propertypro.ng/property/2-bedroom-house-for-rent-akala-estate-akobo-akobo-ibadan-oyo-2GPQM,17 May 2022
Newly Built 3 Bedroom Apartment,350000,2,3,2,Agbofieti After Nihort School,Ibadan,Oyo,Newly Built,07067980197,6,https://www.propertypro.ng/property/3-bedroom-house-for-rent-agbofieti-after-nihort-school-ibadan-oyo-6GSNW,05 Jun 2022
4 Bedroom Semi Detached Duplex,3500000,5,4,5,Thomas Estate,Ajah,Lagos,Newly Built,09053588424,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-thomas-estate-ajah-lagos-7GSFY,02 Jun 2022
Fully Furnished 4 Bedroom Terrace Duplex,8500000,4,4,5,Richmond Gate Estates Ikate,Lekki,Lagos,Newly Built,08037388678,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-richmond-gate-estates-ikate-lekki-lagos-3GLQT,24 Apr 2022
9 Bedroom Fully Detached Duplex,70000000,9,9,1,Banana Island,Ikoyi,Lagos,Newly Built,07049487086,14,https://www.propertypro.ng/property/9-bedroom-house-for-rent-banana-island-ikoyi-lagos-1GUQQ,17 Jun 2022
Luxury 4 Bedroom Terrace Duplex Plus A Room Bq,6000000,4,4,4,Lekki Phase 1,Lekki,Lagos,Newly Built,08164687732,28,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-5GPQL,16 May 2022
Spacious 4 Bedroom Terraced Duplex,3500000,4,4,4,Orchid Ikota,Lekki,Lagos,Newly Built,09098077985,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-ikota-lekki-lagos-4GQRV,23 May 2022
3 & 2 Bedroom Flat,900000,3,3,4,Akala Estate Akobo Akobo,Ibadan,Oyo,Newly Built,09026318426,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-akala-estate-akobo-akobo-ibadan-oyo-9GPQL,17 May 2022
5 Bedroom Fully Detached House,10000000,5,5,6,Lekki Phase 1,Lekki,Lagos,Newly Built,07050604442,19,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8GTPC,10 Jun 2022
Luxury 4 Bedroom Terrace Duplex,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,08164687732,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GNJQ,08 May 2022
4bedroom Semi Detached Duplex,6000000,4,4,5,Ologolo Street Agungi,Lekki,Lagos,Newly Built,07016328119,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ologolo-street-agungi-lekki-lagos-2GNWV,11 May 2022
4 Bedroom Terrace Duplex,3500000,4,4,5,Central Area Central,Area,Abuja,Newly Built,08137377290,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-central-area-central-area-abuja-0GUEN,15 Jun 2022
4 Bedroom Bungalow,2300000,5,4,5,Woji Port,Harcourt,Rivers,Newly Built,08165277357,2,https://www.propertypro.ng/property/4-bedroom-house-for-rent-woji-port-harcourt-rivers-5GUQU,17 Jun 2022
2 Bedroom Flat,900000,2,2,2,Adetola Street Off Aguda Aguda,Surulere,Lagos,Newly Built,08034050731,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-adetola-street-off-aguda-aguda-surulere-lagos-6GSXE,07 Jun 2022
5 Bedroom Duplex,5500000,5,5,6,Chevy View Chevron,Lekki,Lagos,old,07038092452,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevy-view-chevron-lekki-lagos-4GRMF,27 May 2022
A Lovely 5 Bedroom Detached House,10000000,6,5,7,Lsdpc Maryland Estate,Maryland,Lagos,old,08030619771,12,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lsdpc-maryland-estate-maryland-lagos-8GLRB,24 Apr 2022
5 Bedroom Semi Detached Duplex,5500000,6,5,5,Awuse Estate Opebi,Ikeja,Lagos,Newly Built,08077738880,7,https://www.propertypro.ng/property/5-bedroom-house-for-rent-awuse-estate-opebi-ikeja-lagos-3GPPP,16 May 2022
Luxury 4 Bedroom All Rooms En Suite Detached Duplex Plus A Room Bq,12000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08164687732,24,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8GPUM,18 May 2022
3 Bedroom Bungalow,2500000, ,3, ,Located Along Premiere Academy School,Lugbe,Abuja,old,08066627552,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-located-along-premiere-academy-school-lugbe-abuja-3GUHU,16 Jun 2022
4 Bedroom Ambassadorial Duplex,40000000, , , ,unstated,Asokoro,Abuja,old,08182911042,20,https://www.propertypro.ng/property/house-for-rent-asokoro-abuja-1EYNF,01 Jun 2022
Newly Buiit Mini Flat,500000,1,1,2,Behind Luth Gate Idi Araba,Surulere,Lagos,old,08034050731,6,https://www.propertypro.ng/property/1-bedroom-house-for-rent-behind-luth-gate-idi-araba-surulere-lagos-3GRFQ,26 May 2022
Four Bedrooms Semi Detached Duplex,2500000, , , ,Gowan Egbeda,Alimosho,Lagos,ServicedNewly Built,07082736278,3,https://www.propertypro.ng/property/house-for-rent-gowan-egbeda-alimosho-lagos-0GMJD,29 Apr 2022
5 Bedroom Detached Duplex,8000000,5,5,6,Megamound Ikota,Lekki,Lagos,ServicedNewly Built,08037388678,17,https://www.propertypro.ng/property/5-bedroom-house-for-rent-megamound-ikota-lekki-lagos-2GLHP,21 Apr 2022
4 Bedroom Semi Detached Duplex,4200000,4,4,5,"Orchid Road,chevron/eleganza(not Deep Inside Orchid Road,close To The Entrance Chevron",Lekki,Lagos,ServicedNewly Built,09050857650,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-roadchevron-eleganzanot-deep-inside-orchid-roadclose-to-the-entrance-chevron-lekki-lagos-6GPBG,12 May 2022
Luxury Finished 4 Bedroom Terrace Duplex,7500000,4,4,5,Jahi,Jahi,Abuja,ServicedNewly Built,08147562407,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-jahi-abuja-7GUHH,15 Jun 2022
5 Bedroom Fully Detached House,7000000,5,5,6,Osapa London,Lekki,Lagos,ServicedNewly Built,07030444906,22,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osapa-london-lekki-lagos-5GSVM,07 Jun 2022
Serviced 5bedroom Terrace Duplex With 1room Bq,7000000,5,5,6,"Jabi District,",Jabi,Abuja,ServicedNewly Built,08106600637,19,https://www.propertypro.ng/property/5-bedroom-house-for-rent-jabi-district-jabi-abuja-4GLNU,23 Apr 2022
Executive 3 Bedroom Flat,2000000,3,3,4,Mercy Eneli Crescent Off Adelabu Adelabu,Surulere,Lagos,ServicedNewly Built,08034050731,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-mercy-eneli-crescent-off-adelabu-adelabu-surulere-lagos-4GQZN,25 May 2022
2 Bedroom Flat,400000,2,2,3,Ojoo Ojoo,Ibadan,Oyo,ServicedNewly Built,09026318426,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ojoo-ojoo-ibadan-oyo-4GPBQ,12 May 2022
Newly Built 5 Bedroom Fully Detached Duplex,30000000,5,5,6,unstated,Ikoyi,Lagos,ServicedNewly Built,08083241498,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikoyi-lagos-6GSBM,01 Jun 2022
5 Bedroom Detached Duplex,12000000,5,5,6,Efab Metropolis Estate Gwarinpa,Gwarinpa,Abuja,ServicedNewly Built,08056267437,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-efab-metropolis-estate-gwarinpa-gwarinpa-abuja-1GSWV,07 Jun 2022
5 Bedroom Detached Duplex,7000000,5,5,6,Main Gwarinpa,Gwarinpa,Abuja,ServicedNewly Built,08137377290,7,https://www.propertypro.ng/property/5-bedroom-house-for-rent-main-gwarinpa-gwarinpa-abuja-6GSVA,07 Jun 2022
4 Bedroom Semi Detached Duplex,4000000,4,4,5,Roxbury Estate Ikota,Lekki,Lagos,ServicedNewly Built,08081501656,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-roxbury-estate-ikota-lekki-lagos-0GTLU,10 Jun 2022
4 Bedroom Duplex,2000000,4,4,5,Berger,Ojodu,Lagos,ServicedNewly Built,08138248835,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-berger-ojodu-lagos-9GRUS,31 May 2022
Brand New 4bedroom Fully Detached Duplex,3500000,5,4,5,unstated,Ajah,Lagos,ServicedNewly Built,09053588424,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ajah-lagos-0GSHP,03 Jun 2022
4 Bedroom Terrace Duplex,6000000,4,4,5,Katampe Extention Katampe,Ext,Abuja,ServicedNewly Built,09070732024,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-katampe-extention-katampe-ext-abuja-8GPUV,18 May 2022
Newly Built 4 Bedroom Terraced Duplex,5500000,4,4,5,Osapa London,Lekki,Lagos,ServicedNewly Built,08037836842,16,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-5GNTB,10 May 2022
A Standard 3 Bedroom Terrace Duplex,5000000,3,3,4,Katampe Extention,Gwarinpa,Abuja,ServicedNewly Built,09070732024,2,https://www.propertypro.ng/property/3-bedroom-house-for-rent-katampe-extention-gwarinpa-abuja-8GQRP,23 May 2022
Luxurious 5 Bedroom Fully Detached Duplex,5500000,5,5,6,Ikota,Lekki,Lagos,ServicedNewly Built,08037939912,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-1GQRN,23 May 2022
Brand New 4bedroom Fully Detached Duplex,4500000,5,4,5,Ikota,Lekki,Lagos,old,09053588424,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-0GMCH,27 Apr 2022
5 Bedroom Detached Duplex,15000000,6,5,6,unstated,Gwarinpa,Abuja,old,08082821053,19,https://www.propertypro.ng/property/5-bedroom-house-for-rent-gwarinpa-abuja-6GNDS,06 May 2022
Commercial 5 Bedroom Semi Detached Dple,8500000,6,5,5,Lekki Phase 1,Lekki,Lagos,old,07050604442,11,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-5GSJN,03 Jun 2022
Newly Built 4 Bedroom Semi Detached Duplex,5500000,4,4,5,Chevron Chevron,Lekki,Lagos,old,09045982770,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-chevron-lekki-lagos-8GPTE,17 May 2022
3 Bedroom Flat,11000000,3,3,4,Old Ikoyi,Ikoyi,Lagos,old,08133194443,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-1GQMR,22 May 2022
4 Bedroom Terraced Duplex,7000000,4,4,5,unstated,Jahi,Abuja,old,08033217920,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-jahi-abuja-2GTPH,11 Jun 2022
4 Bedroom Terrace Duplex,10000000,4,4,5,Oniru Victoria,Island,Lagos,old,09071394259,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oniru-victoria-island-lagos-7GRQS,30 May 2022
Newly Built 3 Bedroom Flat,900000,3,3,4,Akala Estate Akobo,Ibadan,Oyo,Serviced,09026318426,12,https://www.propertypro.ng/property/3-bedroom-house-for-rent-akala-estate-akobo-ibadan-oyo-4GPGZ,14 May 2022
Brand New 5 Bedroom Duplex,2500000,5,5,6,Isheri North Estate Isheri North,Ojodu,Lagos,Serviced,08137584753,1,https://www.propertypro.ng/property/5-bedroom-house-for-rent-isheri-north-estate-isheri-north-ojodu-lagos-0GPQF,16 May 2022
5bedroom Luxury Semi Detached Duplex,15000000,5,5,6,Osborne Foreshore Estate,Ikoyi,Lagos,old,08166851351,4,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osborne-foreshore-estate-ikoyi-lagos-3GUFN,15 Jun 2022
5 Bedroom Detached Duplex,7000000,5,5,6,Ikota,Lekki,Lagos,old,09030097979,16,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-9GSZK,08 Jun 2022
2 Bedroom Bungalow,15000000,2,2,2,Kasunmu Estate Akala Express,Ibadan,Oyo,old,07067980197,1,https://www.propertypro.ng/property/2-bedroom-house-for-rent-kasunmu-estate-akala-express-ibadan-oyo-1GSNR,05 Jun 2022
3 Bedroom Duplex,2500000,3,3,3,Estate Anthony Village,Maryland,Lagos,Newly Built,08148495671,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-estate-anthony-village-maryland-lagos-0GUQW,17 Jun 2022
Newly Built 2 Bedroom Flat,350000,2,2,3,Alatise Ibeju,Ibeju-Lekki,Lagos,Newly Built,08038024880,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-alatise-ibeju-lekki-lagos-4GQSP,24 May 2022
3 Bedroom Flat,5000000,3,3,4,Off Fola Osibo Lekki Phase 1,Lekki,Lagos,Newly Built,08133194443,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-fola-osibo-lekki-phase-1-lekki-lagos-2GUQL,17 Jun 2022
2 Bedroom Flat,2000000,2,2,4,Magodo Gra Phase 1,Ojodu,Lagos,Newly Built,08148495671,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-magodo-gra-phase-1-ojodu-lagos-1GUQR,17 Jun 2022
Newly Renovated 5 Bedroom Detached House,12000,5,5,6,Shonibare Estate,Maryland,Lagos,Newly Built,08030619771,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-shonibare-estate-maryland-lagos-8GLQC,24 Apr 2022
Brand New 4 Bedroom Semi Detached Duplex,5000000,4,4,5,Lifecamp District( Pls Note Road Is A Little Not Tarred But Very Good Motorable) Life,Camp,Abuja,Newly Built,08106600637,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lifecamp-district-pls-note-road-is-a-little-not-tarred-but-very-good-motorable-life-camp-abuja-7GRHP,27 May 2022
Well Finished 4 Bedroom Terrace Duplex,4000000,4,4,5,Life,Camp,Abuja,Newly Built,08147562407,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-life-camp-abuja-2GQSD,23 May 2022
Luxury 4 Bedroom Detached Duplex,2500000,4,4,5,Olokonla,Ajah,Lagos,Newly Built,08062345097,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-olokonla-ajah-lagos-0GNJF,08 May 2022
4 Bedroom Duplex Terrace,4000000,4,4,5,General Paint Abraham Adesanya Estate,Ajah,Lagos,Newly Built,08132415332,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-general-paint-abraham-adesanya-estate-ajah-lagos-7GTKF,10 Jun 2022
A Spacious 3bedroom Detached Bungalow,5000000,3,3,4,Life,Camp,Abuja,Newly Built,08106600637,16,https://www.propertypro.ng/property/3-bedroom-house-for-rent-life-camp-abuja-4GPKH,15 May 2022
2 Bedroom Semi Detached House,2800000,2,2,3,Idado Estate Idado,Lekki,Lagos,Newly Built,07030444906,12,https://www.propertypro.ng/property/2-bedroom-house-for-rent-idado-estate-idado-lekki-lagos-5GPYQ,19 May 2022
4 Bedroom Duplex,2500000,4,4,5,Olukolu Street Igbo Efon,Lekki,Lagos,Newly Built,08089633335,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-olukolu-street-igbo-efon-lekki-lagos-5GUHE,15 Jun 2022
Newly Finished 2 Bedroom Terraced Duplex,3000000,3,2,3,Legislative Quarters,Apo,Abuja,Newly Built,08050494374,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-legislative-quarters-apo-abuja-8GRLL,27 May 2022
2 Bedroom Flat,650000,3,2,3,Peace Estate Baruwa,Ipaja,Lagos,Newly Built,08182073205,14,https://www.propertypro.ng/property/2-bedroom-house-for-rent-peace-estate-baruwa-ipaja-lagos-8GNXV,12 May 2022
Spacious 4bedroom Terrace Duplex,6000000,4,4,5,Katampe Extension District (diplomatic Zone) Katampe,Ext,Abuja,old,08106600637,21,https://www.propertypro.ng/property/4-bedroom-house-for-rent-katampe-extension-district-diplomatic-zone-katampe-ext-abuja-0GPKH,15 May 2022
Serviced 4 Bedroom Detached Duplex,6500000,4,4,5,Cardogan Estate Jakande,Lekki,Lagos,old,08077738880,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-cardogan-estate-jakande-lekki-lagos-1GRDP,26 May 2022
4 Bedroom Semi Detached Duplex,4800000,4,4,5,Ologolo,Lekki,Lagos,old,09071394259,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ologolo-lekki-lagos-6GSGX,03 Jun 2022
2 Bedroom Flat,1800000,2,2,3,Odunjo Street Off Brown Road Aguda,Surulere,Lagos,old,08034050731,8,https://www.propertypro.ng/property/2-bedroom-house-for-rent-odunjo-street-off-brown-road-aguda-surulere-lagos-8GSEJ,02 Jun 2022
2 Bedroom Flat,1000000,3,2,3,Ogunlana,Surulere,Lagos,old,08182073205,12,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ogunlana-surulere-lagos-3GTUT,12 Jun 2022
2 Bedroom Flat,550000,2,2,2,"Command,ipaja Ipaja Road",Ipaja,Lagos,Newly Built,08182073205,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-commandipaja-ipaja-road-ipaja-lagos-5GNSH,10 May 2022
Newly Built 3bedroom Flat,800000,3,3,4,Akala Estate Akobo,Ibadan,Oyo,Newly Built,09026318426,6,https://www.propertypro.ng/property/3-bedroom-house-for-rent-akala-estate-akobo-ibadan-oyo-5GQXZ,25 May 2022
Brand New 4 Bedroom Terrace Duplex,4000000,4,4,5,Oregun,Ikeja,Lagos,Newly Built,07036613677,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oregun-ikeja-lagos-2GTTC,12 Jun 2022
3 Bedroom Bungalow,500000,3,3,3,Tose Area Moniya Off Oyo Ibadan Express Way.,Ibadan,Oyo,Newly Built,08065558146,14,https://www.propertypro.ng/property/3-bedroom-house-for-rent-tose-area-moniya-off-oyo-ibadan-express-way-ibadan-oyo-8GUJA,16 Jun 2022
Newly Built 3 Bedroom Duplex,2500000, , , ,Isheri North Gra Isheri North,Ojodu,Lagos,Newly Built,09061500067,6,https://www.propertypro.ng/property/house-for-rent-isheri-north-gra-isheri-north-ojodu-lagos-4FWLJ,07 Jan 2022
4 Bedroom Terrace Duplex,5000000,4,4,5,Nigeria Conservation Chevron,Lekki,Lagos,Newly Built,07046112596,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-nigeria-conservation-chevron-lekki-lagos-6GSEQ,02 Jun 2022
4 Bedroom Semi Detached Duplex With 2 B.qs,15000000,4,4,5,"Parkview Estate, Victoria Island Extension Victoria",Island,Lagos,Newly Built,08148495671,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-parkview-estate-victoria-island-extension-victoria-island-lagos-1GKNL,14 Apr 2022
4 Bedroom Terrace Duplex,6000000,4,4,5,Ikate,Lekki,Lagos,Newly Built,07052101048,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-0GSQQ,06 Jun 2022
4 Bedroom Semi Detached Duplex,5000000,4,4,4,"Ikota Gra, Lekki, Lagos. Ikota",Lekki,Lagos,old,08064537923,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-gra-lekki-lagos-ikota-lekki-lagos-6GTGQ,09 Jun 2022
4 Bedroom Fully Detached Duplex,5000000,4,4,5,Second Toll Gate,Lekki,Lagos,old,09045982770,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-toll-gate-lekki-lagos-4GLUX,25 Apr 2022
Newly Built 4 Bedroom Terraced Duplex,7500000,5,4,5,Navy Officers Quarters Jahi,Jahi,Abuja,old,08050494374,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-navy-officers-quarters-jahi-jahi-abuja-9GMLK,30 Apr 2022
4 Bedroom Semi Detached Duplex,4500000,4,4,5,Lekki County Ikota,Lekki,Lagos,old,09045982770,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-county-ikota-lekki-lagos-0GMKY,30 Apr 2022
5bedroom Detached House,25000000,4,5,4,Ikeja Gra,Ikeja,Lagos,old,08030619771,3,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikeja-gra-ikeja-lagos-7GLRL,25 Apr 2022
Brand New 4 Bedroom Terrace House,2000000,4,4,5,Lekki Scheme 2,Ajah,Lagos,old,08177400441,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-scheme-2-ajah-lagos-8GLYE,26 Apr 2022
4 Bedroom Fully Detached Duplex,5000000,4,4,5,Lekki Palm City Estate Ajah,Ajah,Lagos,old,08117248757,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-palm-city-estate-ajah-ajah-lagos-0GSKH,03 Jun 2022
Newly Built 4 Bedroom Semi Detached Duplex,8000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,07080033884,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-3GTZP,14 Jun 2022
4 Bedroom Terraced Duplex,5000000,5,4,5,Wuye,Wuye,Abuja,Newly Built,08056267437,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-wuye-wuye-abuja-5GPQV,17 May 2022
Newly Built 2 Bedroom Terrace Duplex,1300000,3,2,3,Located At Crd In Lugbe Fha,Lugbe,Abuja,Newly Built,08066627552,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-located-at-crd-in-lugbe-fha-lugbe-abuja-4GUFK,15 Jun 2022
Two Bedroom Flat,1200000,2,2,3,Alapere,Ketu,Lagos,Newly Built,08148495671,5,https://www.propertypro.ng/property/2-bedroom-house-for-rent-alapere-ketu-lagos-8GNJN,08 May 2022
Spacious 3 Bedroom Flat,1800000,4,3,4,Street Z Behind Jubily Estate Abraham Adesanya Estate,Ajah,Lagos,Newly Built,08065329702,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-street-z-behind-jubily-estate-abraham-adesanya-estate-ajah-lagos-2GRWP,31 May 2022
4bedroom Duplex,2000000, , , ,Akala Estate Akobo Akobo,Ibadan,Oyo,ServicedNewly Built,09050518082,2,https://www.propertypro.ng/property/house-for-rent-akala-estate-akobo-akobo-ibadan-oyo-7GBVL,17 Feb 2022
Finished 4 Bedroom Terraced Duplex,6000000,4,4,5,unstated,Guzape,Abuja,ServicedNewly Built,08033217920,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-guzape-abuja-9GKNS,15 Apr 2022
